year,local_authority_name,pedal_cycles_mean,cars_and_taxis_mean,lgvs_mean,all_hgvs_mean,n_counters,multiplier
2010,Havering,18.25,11354.625,113.75,1313,8,0.6822429906542056
2010,"Herefordshire, County of",26.727272727272727,1097.4545454545455,8.181818181818182,80.36363636363636,11,0.8776119402985075
2010,Hertfordshire,23.256756756756758,2403.7297297297296,21.824324324324323,45.972972972972975,74,0.8285989407799711
2010,Highland,24,1517.625,13.875,60.875,8,0.897196261682243
2010,Hillingdon,28.4,16674.9,176.2,736.4,10,0.7999999999999999
2010,Hounslow,119.5,3096.5,77.5,62.5,2,1.959016393442623
2010,Inverclyde,6,2109,7,28,1,0.75
2010,Isle of Anglesey,6.4,670.8,7,26.2,5,0.7272727272727273
2010,Isle of Wight,30,794.75,13.5,21,4,1.0256410256410255
2010,Islington,1057,1445.2,178.8,76.8,5,1.3202598051461403
2010,Kensington and Chelsea,264.8,17815.6,922,506.2,5,2.8596112311015123
2010,Kent,17.38157894736842,4344.118421052632,66.59210526315789,221.51315789473685,76,0.7488662131519275
2010,"Kingston upon Hull, City of",80.10526315789474,2012.3157894736842,31,64.10526315789474,19,0.6956124314442413
2010,Kingston upon Thames,90.28571428571429,26515.571428571428,580,815.2857142857143,7,0.9590288315629744
2010,Kirklees,8.5625,1862.6875,14.5,25.625,16,0.5930735930735931
2010,Knowsley,15.642857142857142,1758.5,5.642857142857143,38.785714285714285,14,0.7203947368421052
2010,Lambeth,157,1702.2222222222222,70.55555555555556,42.666666666666664,9,1.2329842931937174
2010,Lancashire,24.146341463414632,2414.2073170731705,19.48780487804878,67.92682926829268,82,0.797743755036261
2010,Leeds,18.653061224489797,2312.673469387755,17.836734693877553,31.6734693877551,49,0.9891774891774892
2010,Leicester,49.333333333333336,2353.8888888888887,19.833333333333332,44.388888888888886,18,0.777583187390543
2010,Leicestershire,34,2719.15,34.75,82.925,40,0.7897793263646923
2010,Lewisham,171,5608.444444444444,117.55555555555556,227,9,1.6893523600439078
2010,Lincolnshire,19.914285714285715,1585.4,16.942857142857143,73.37142857142857,35,0.48912280701754385
2010,Liverpool,27.964285714285715,3425.6785714285716,20.035714285714285,69.64285714285714,28,0.8928164196123147
2010,Luton,12.666666666666666,1333.0833333333333,8.833333333333334,14.416666666666666,12,0.8491620111731844
2010,Manchester,75.9375,4157.75,24.0625,62.375,16,0.5900922778047596
2010,Medway,11.642857142857142,1835.0714285714287,19.571428571428573,103.14285714285714,14,0.7912621359223301
2010,Merthyr Tydfil,2,1381.6666666666667,2,19.666666666666668,3,0.2222222222222222
2010,Merton,57.5,52114.5,1056.5,1542.5,2,1.074766355140187
2010,Middlesbrough,28.25,2983.125,18.9375,30.0625,16,0.8692307692307693
2010,Midlothian,14,884,4,6,1,2.8
2010,Milton Keynes,30.071428571428573,4796.928571428572,37.785714285714285,89.64285714285714,14,0.5197530864197532
2010,Monmouthshire,9.1,1396.4,20.9,32,10,0.7583333333333333
2010,Moray,20.5,2927,14,156,2,0.7592592592592593
2010,Neath Port Talbot,17.166666666666668,2232,20.833333333333332,36,6,0.5202020202020202
2010,Newcastle upon Tyne,27.523809523809526,5600.809523809524,33.476190476190474,238.57142857142858,21,0.7863945578231293
2010,Newham,14.5,493.25,5,39.5,4,0.47540983606557374
2010,Newport,20.4375,3023.5625,33.3125,49,16,0.655310621242485
2010,Norfolk,34.38095238095238,1676.3015873015872,22.50793650793651,60.333333333333336,63,0.9734831460674157
2010,North Ayrshire,8.5,1597.25,5.5,65.25,4,0.7727272727272727
2010,North East Lincolnshire,85.15384615384616,1934.6923076923076,33.46153846153846,37.69230769230769,13,0.7890235210263722
2010,North Lincolnshire,31.083333333333332,999,15.333333333333334,18.333333333333332,12,1.0303867403314917
2010,North Somerset,23,2498.714285714286,34.642857142857146,38.142857142857146,14,1.0125786163522013
2010,North Tyneside,27.133333333333333,1918.2666666666667,12,22.2,15,0.6661211129296235
2010,North Yorkshire,18.08,1390.8,16.88,77.84,25,0.8692307692307691
2010,Northamptonshire,19.57777777777778,1404.7333333333333,10.622222222222222,18.844444444444445,45,1.066585956416465
2010,Northumberland,15.571428571428571,1138.4285714285713,25.428571428571427,38.57142857142857,7,1.0186915887850467
2010,Nottingham,40.125,2364.75,29,66.0625,16,0.7465116279069768
2010,Nottinghamshire,23.146341463414632,2341.609756097561,24.073170731707318,78.70731707317073,41,0.7555732484076433
2010,Oldham,23.833333333333332,3840.3333333333335,23.5,168,6,0.5035211267605634
2010,Orkney Islands,0,171,1.5,22,2,0
2010,Oxfordshire,45.088235294117645,1427.9705882352941,15.676470588235293,45.05882352941177,34,0.9065641632170313
2010,Pembrokeshire,4.777777777777778,913.8888888888889,10.777777777777779,57,9,0.9347826086956522
2010,Perth & Kinross,20,750,5.333333333333333,27.333333333333332,3,1.4285714285714286
2010,Peterborough,68,2163.85,32.15,38.9,20,0.8510638297872339
2010,Plymouth,19.4375,3099.75,46.25,80.25,16,0.7641277641277642
2010,Poole,55.333333333333336,3804.1111111111113,59.666666666666664,38.333333333333336,9,0.5777262180974478
2010,Portsmouth,111.4,10408,139.1,553.1,10,0.7588555858310626
2010,Powys,9.2,1274.2,10.4,80.4,5,0.7540983606557377
2010,Reading,41.166666666666664,1595.6666666666667,12.333333333333334,29.666666666666668,6,1.1227272727272728
2010,Redbridge,53.5,7378.5,80.5,101.5,2,1.3375
2010,Redcar and Cleveland,26.77777777777778,2962.777777777778,23.666666666666668,42.111111111111114,9,0.7347560975609757
2010,Renfrewshire,13,2645.6,14.8,50.2,5,1.1818181818181819
2010,"Rhondda, Cynon, Taff",7.111111111111111,1725.4444444444443,10.722222222222221,19.055555555555557,18,1.040650406504065
2010,Richmond upon Thames,127.16666666666667,4135.833333333333,67.66666666666667,145.83333333333334,6,0.9170673076923078
2010,Rochdale,9.625,3714.25,13.5,51.125,8,0.77
2010,Rotherham,14.578947368421053,3482.0526315789475,27.789473684210527,159,19,0.6382488479262673
2010,Salford,33.25,2629.75,25,38.25,4,0.6456310679611651
2010,Sandwell,15.68421052631579,2783.7368421052633,27.94736842105263,95.21052631578948,19,0.5889328063241107
2010,Scottish Borders,9,1007.7142857142857,8,73.14285714285714,7,1.1666666666666667
2010,Sefton,40.72727272727273,2814.4545454545455,14.181818181818182,44,11,0.9161554192229039
2010,Sheffield,11.541666666666666,3343.2916666666665,22.625,74.08333333333333,24,0.7157622739018088
2010,Shetland Islands,7,407,3,44,1,1.75
2010,Shropshire,8,1300,13.88888888888889,69.55555555555556,9,0.5454545454545455
2010,Slough,23,650.5,1.5,12,2,0.8846153846153846
2010,Solihull,15.142857142857142,3979.714285714286,17.785714285714285,43.214285714285715,14,0.4362139917695473
2010,Somerset,18.52,2148.2,25,52.56,25,0.6652298850574713
2010,South Ayrshire,25.333333333333332,1324,8.333333333333334,41.666666666666664,3,0.7599999999999999
2010,South Gloucestershire,30.555555555555557,3751.777777777778,54.888888888888886,102.33333333333333,18,0.6343713956170705
2010,South Lanarkshire,6.285714285714286,2404.8571428571427,9.428571428571429,65.57142857142857,7,2.444444444444444
2010,South Tyneside,23.77777777777778,2857.3333333333335,16.11111111111111,54.44444444444444,9,0.6465256797583082
2010,Southampton,44.125,1626.25,20.125,19.375,16,0.6292335115864528
2010,Southend-on-Sea,26.22222222222222,1590.4444444444443,12,15.222222222222221,9,0.7398119122257053
2010,St. Helens,35,4133,28.833333333333332,173.16666666666666,6,0.8400000000000001
2010,Staffordshire,17.52,2436.32,24.76,82.56,25,0.7604166666666666
2010,Stirling,20,953,2,29,3,2.307692307692308
2010,Stockport,50,4433,28.307692307692307,64.15384615384616,13,1.045016077170418
2010,Stockton-on-Tees,24.833333333333332,1919.75,15.5,15.583333333333334,12,0.8164383561643835
2010,Stoke-on-Trent,10.1,814.9,6.4,12,10,0.8782608695652173
2010,Suffolk,20.63157894736842,1367.5,16.763157894736842,45.973684210526315,38,0.6752799310938845
2010,Sunderland,11.619047619047619,2181.8571428571427,11.047619047619047,41.476190476190474,21,0.6759002770083102
2010,Surrey,36.3974358974359,2123.0384615384614,22.474358974358974,38.717948717948715,78,0.8835978835978836
2010,Sutton,55.857142857142854,7107.714285714285,65.85714285714286,103.57142857142857,7,1.0235602094240837
2010,Swansea,10.4,2880.2,21,38.35,20,0.7732342007434945
2010,Swindon,35.5,3255.214285714286,58.42857142857143,77.28571428571429,14,0.7308823529411765
2010,Tameside,15.25,3307.5,21.125,97.75,8,0.5648148148148148
2010,Telford and Wrekin,16.75,2309.8333333333335,19.416666666666668,48.25,12,0.5506849315068493
2010,The Vale of Glamorgan,10.461538461538462,3149.076923076923,23.53846153846154,41,13,0.6296296296296295
2010,Thurrock,20.583333333333332,2096.1666666666665,14.916666666666666,122.5,12,0.6586666666666666
2010,Torbay,6.8,2579.2,45,31,5,0.8717948717948718
2010,Torfaen,7,1643.923076923077,10.846153846153847,40.30769230769231,13,0.7982456140350876
2010,Tower Hamlets,125.16666666666667,20496,394.5,984.1666666666666,6,0.7377210216110021
2010,Trafford,89.125,3538.0625,19.625,62,16,0.8918073796122576
2010,Wakefield,23.944444444444443,2635.5,35.388888888888886,94.66666666666667,18,0.8886597938144329
2010,Walsall,12.416666666666666,2717.4166666666665,20.083333333333332,57.5,12,0.8563218390804598
2010,Waltham Forest,65,6729,77,74,1,0.6074766355140186
2010,Wandsworth,118,3438,139.25,78.75,4,0.8194444444444444
2010,Warrington,23.555555555555557,1443.3333333333333,7.333333333333333,19.555555555555557,9,1.0984455958549224
2010,Warwickshire,32.6,2650.366666666667,23.8,117.5,30,0.75346687211094
2010,West Berkshire,23.571428571428573,1841.7142857142858,15.142857142857142,28.428571428571427,7,0.9593023255813954
2010,West Cheshire,21.571428571428573,1826.857142857143,24.214285714285715,33.857142857142854,14,0.8988095238095238
2010,West Dunbartonshire,30.5,6422.5,13,212,2,1.7941176470588236
2010,West Lothian,3,414,6,27,1,0.1875
2010,West Sussex,35.753846153846155,2807.230769230769,31.015384615384615,49.15384615384615,65,0.8197530864197532
2010,Westminster,859.5,23030.833333333332,1704.8333333333333,969.3333333333334,6,1.1940263949988423
2010,Wigan,30.46153846153846,3431.4615384615386,36.61538461538461,105.61538461538461,13,0.5972850678733032
2010,Wiltshire,15,1793,18.16,81.48,25,0.8782201405152226
2010,Windsor and Maidenhead,20.714285714285715,1068,8.142857142857142,13.571428571428571,7,0.5991735537190084
2010,Wirral,22.307692307692307,2296.4615384615386,20.53846153846154,20.076923076923077,13,0.7107843137254902
2010,Wokingham,21,2715.1666666666665,21.333333333333332,40.833333333333336,6,0.5384615384615384
2010,Wolverhampton,27.75,1658.9166666666667,14.5,26.166666666666668,12,1.2197802197802199
2010,Worcestershire,20.791666666666668,2771.9166666666665,27.375,85,24,0.6854395604395606
2010,Wrexham,14.727272727272727,1609.2727272727273,14.636363636363637,33.36363636363637,11,0.9257142857142857
2010,York,142.77777777777777,3918.8888888888887,58.44444444444444,88,9,0.7662492546213475
2010,NA,7.6923076923076925,4015.3846153846152,10,97.23076923076923,13,0.9900990099009901
2011,Aberdeen City,20.666666666666668,2866.3333333333335,24.333333333333332,36.333333333333336,3,1
2011,Aberdeenshire,6.333333333333333,1358.7777777777778,7.777777777777778,63.22222222222222,9,1
2011,Angus,7.2,880.8,3.8,77,5,1
2011,Argyll & Bute,2.8,348.6,2,21.6,5,1
2011,Barking and Dagenham,41,2555,64,88,1,1
2011,Barnet,31.666666666666668,9499.166666666666,198.16666666666666,443.3333333333333,6,1
2011,Barnsley,19.142857142857142,3072.8571428571427,32.785714285714285,69.71428571428571,14,1
2011,Bath and North East Somerset,32.9,3675.6,49.8,54.4,10,1
2011,Bedford,69,2180,17.75,30.25,8,1
2011,Bexley,32.6,14742.2,177.4,627.8,5,1
2011,Birmingham,16.78,1920.82,15.12,29,50,1
2011,Blackburn with Darwen,6.166666666666667,806.1666666666666,5.833333333333333,14.166666666666666,6,1
2011,Blackpool,31.875,1448.875,11.375,12.625,8,1
2011,Blaenau Gwent,7,2354.6,12.8,52.6,5,1
2011,Bolton,26.571428571428573,2979.714285714286,27.142857142857142,45.92857142857143,14,1
2011,Bournemouth,87.5,2604.5,44.75,24.75,8,1
2011,Bracknell Forest,50.5,2398.5,17.25,28,4,1
2011,Bradford,15.157894736842104,2940.842105263158,16.63157894736842,44.1578947368421,19,1
2011,Brent,52.42857142857143,3328.4285714285716,46,56.57142857142857,7,1
2011,Bridgend,31.1,2984.7,18.5,27,10,1
2011,Brighton and Hove,103.05882352941177,2871,38.294117647058826,35.705882352941174,17,1
2011,"Bristol, City of",88.95454545454545,2199.2272727272725,39.77272727272727,47.36363636363637,22,1
2011,Bromley,20.875,2622.5,66.625,63,8,1
2011,Buckinghamshire,22.133333333333333,2895.733333333333,22.8,43,15,1
2011,Bury,19,3804.2,14.8,67.6,5,1
2011,Caerphilly,9.647058823529411,1741.4705882352941,12.117647058823529,21.352941176470587,17,1
2011,Calderdale,23.75,3216.125,25.375,88.875,8,1
2011,Cambridgeshire,71.08108108108108,1746.8108108108108,24.81081081081081,67.35135135135135,37,1
2011,Camden,124.75,6237,199,206.5,4,1
2011,Cardiff,37.833333333333336,2339.0555555555557,13.083333333333334,17.27777777777778,36,1
2011,Carmarthenshire,4.833333333333333,1573.5,9.75,30.166666666666668,12,1
2011,Central Bedfordshire,34,2882.6428571428573,35.214285714285715,76.5,14,1
2011,Ceredigion,9,1440.75,7.5,79.5,4,1
2011,City of Edinburgh,62.25,3097.25,17.75,56.5,4,1
2011,Clackmannanshire,11,2221,23,35,1,1
2011,Conwy,5,464.8333333333333,5.333333333333333,15.5,6,1
2011,Cornwall excluding Isles of Scilly,13.409090909090908,1666.1818181818182,26.181818181818183,61.5,22,1
2011,Coventry,46.86363636363637,1993,17.681818181818183,19.136363636363637,22,1
2011,Croydon,30.8,3760.2,48.2,78,5,1
2011,Cumbria,26.045454545454547,2010.5,21.045454545454547,72.77272727272727,22,1
2011,Darlington,63,1786.111111111111,11,29.555555555555557,9,1
2011,Denbighshire,17.333333333333332,1817.6666666666667,12.333333333333334,35.333333333333336,3,1
2011,Derby,44.869565217391305,2659.695652173913,21.130434782608695,19,23,1
2011,Derbyshire,29.431818181818183,2615.5454545454545,34.75,48.77272727272727,44,1
2011,Devon,28.76923076923077,1428.3076923076924,17.46153846153846,38.46153846153846,13,1
2011,Doncaster,37.63157894736842,2627.7368421052633,18.736842105263158,86.3157894736842,19,1
2011,Dorset,25.17241379310345,2148.8275862068967,30.75862068965517,48.41379310344828,29,1
2011,Dudley,17.058823529411764,2432.8823529411766,32.1764705882353,84.88235294117646,17,1
2011,Dumfries & Galloway,19.625,528.875,5.125,27,8,1
2011,Dundee City,12,2823,9,48,1,1
2011,Durham,18.846153846153847,1952.7307692307693,16.73076923076923,36.26923076923077,26,1
2011,Ealing,57.8,20814,380.6,1377.6,5,1
2011,East Ayrshire,11.5,1122.5,5.5,43.5,2,1
2011,East Cheshire,39.76923076923077,2392.6923076923076,14.76923076923077,51.76923076923077,13,1
2011,East Dunbartonshire,12.25,4974.5,12.75,100.25,4,1
2011,East Lothian,23.25,2964.75,33,93,4,1
2011,East Renfrewshire,14,6334.333333333333,20.666666666666668,101,3,1
2011,East Riding of Yorkshire,30.208333333333332,878.9583333333334,10.333333333333334,41.291666666666664,24,1
2011,East Sussex,20.0625,2079.3541666666665,21.9375,43.895833333333336,48,1
2011,Enfield,73,12099.25,116.25,528,4,1
2011,Essex,24.86111111111111,2524.564814814815,27.64814814814815,64.99074074074075,108,1
2011,Falkirk,13,2470,13,39.4,5,1
2011,Fife,7.928571428571429,3464.214285714286,20.428571428571427,264.2857142857143,14,1
2011,Flintshire,56.7,3834.7,50.9,54.3,10,1
2011,Gateshead,31.6,3196.7,20.15,105.45,20,1
2011,Gloucestershire,31.68421052631579,2043.842105263158,23.13157894736842,58.31578947368421,38,1
2011,Greenwich,14.875,1654.875,18.125,32.75,8,1
2011,Gwynedd,7,544.5,2,18.25,4,1
2011,Hackney,243.25,23592.25,760.5,1813,4,1
2011,Halton,28.5,3913.25,27.5,109.5,4,1
2011,Hammersmith and Fulham,176,23178.5,758.5,688.5,4,1
2011,Hampshire,59.21739130434783,2717.4,35.165217391304346,49.96521739130435,115,1
2011,Haringey,94.66666666666667,2846,75.33333333333333,74.66666666666667,3,1
2011,Harrow,63.666666666666664,6763.333333333333,93.66666666666667,324.6666666666667,3,1
2011,Hartlepool,41.333333333333336,2375,13,29.833333333333332,6,1
2011,Havering,26.75,11204,179.75,1296.25,8,1
2011,"Herefordshire, County of",30.454545454545453,1109,9,67.45454545454545,11,1
2011,Hertfordshire,28.06756756756757,2443.9054054054054,23.41891891891892,39.58108108108108,74,1
2011,Highland,26.75,1863.125,16.875,51.375,8,1
2011,Hillingdon,35.5,16494.8,219.2,647.5,10,1
2011,Hounslow,61,3682.5,136.5,51.5,2,1
2011,Inverclyde,8,2070,7,20,1,1
2011,Isle of Anglesey,8.8,690.4,6,27.6,5,1
2011,Isle of Wight,29.25,804.25,11.75,23,4,1
2011,Islington,800.6,1381.8,126.4,86.4,5,1
2011,Kensington and Chelsea,92.6,18163.4,599.6,527.4,5,1
2011,Kent,23.210526315789473,4588.526315789473,59.14473684210526,197.3684210526316,76,1
2011,"Kingston upon Hull, City of",115.15789473684211,1971.6315789473683,34.78947368421053,66.10526315789474,19,1
2011,Kingston upon Thames,94.14285714285714,19232.85714285714,496.14285714285717,511.2857142857143,7,1
2011,Kirklees,14.4375,1906.25,25.875,22.625,16,1
2011,Knowsley,21.714285714285715,1847.142857142857,10.5,47.857142857142854,14,1
2011,Lambeth,127.33333333333333,1769,75.33333333333333,49.55555555555556,9,1
2011,Lancashire,30.26829268292683,2517.7073170731705,22.304878048780488,64.35365853658537,82,1
2011,Leeds,18.857142857142858,2353.3469387755104,17.591836734693878,30.959183673469386,49,1
2011,Leicester,63.44444444444444,2363.722222222222,22,43.55555555555556,18,1
2011,Leicestershire,43.05,2747.775,32.4,80.65,40,1
2011,Lewisham,101.22222222222223,5066.777777777777,126.88888888888889,197.88888888888889,9,1
2011,Lincolnshire,40.714285714285715,1542.7142857142858,20.914285714285715,60.51428571428571,35,1
2011,Liverpool,31.321428571428573,3425.1785714285716,16.178571428571427,65.35714285714286,28,1
2011,Luton,14.916666666666666,1365.9166666666667,7.5,7.25,12,1
2011,Manchester,128.6875,4153.5625,30.875,63.5,16,1
2011,Medway,14.714285714285714,1768.2142857142858,23.714285714285715,78.21428571428571,14,1
2011,Merthyr Tydfil,9,1368.6666666666667,3.3333333333333335,22.666666666666668,3,1
2011,Merton,53.5,30330.5,855.5,1048,2,1
2011,Middlesbrough,32.5,2971.75,16.375,39.9375,16,1
2011,Midlothian,5,1012,7,8,1,1
2011,Milton Keynes,57.857142857142854,5178,34.42857142857143,90.28571428571429,14,1
2011,Monmouthshire,12,1417,14.2,31.9,10,1
2011,Moray,27,2194,26,28,2,1
2011,Neath Port Talbot,33,2205.1666666666665,21.833333333333332,28.666666666666668,6,1
2011,Newcastle upon Tyne,35,5835.047619047619,27.047619047619047,232.66666666666666,21,1
2011,Newham,30.5,485,7.75,31.25,4,1
2011,Newport,31.1875,2793.625,24.875,46.625,16,1
2011,Norfolk,35.317460317460316,1684.2539682539682,25.936507936507937,78.92063492063492,63,1
2011,North Ayrshire,11,1552.5,6.5,34.25,4,1
2011,North East Lincolnshire,107.92307692307692,2005.076923076923,32.61538461538461,25.384615384615383,13,1
2011,North Lincolnshire,30.166666666666668,981.0833333333334,15.333333333333334,19.333333333333332,12,1
2011,North Somerset,22.714285714285715,2620.6428571428573,25.785714285714285,41.42857142857143,14,1
2011,North Tyneside,40.733333333333334,1949.9333333333334,11.133333333333333,24.466666666666665,15,1
2011,North Yorkshire,20.8,1438.48,17.12,67.88,25,1
2011,Northamptonshire,18.355555555555554,1373.6666666666667,12.4,19.555555555555557,45,1
2011,Northumberland,15.285714285714286,1118.7142857142858,14.428571428571429,22.571428571428573,7,1
2011,Nottingham,53.75,2425.75,28.3125,61.5,16,1
2011,Nottinghamshire,30.634146341463413,2333.609756097561,24.48780487804878,83.70731707317073,41,1
2011,Oldham,47.333333333333336,3972.1666666666665,37.833333333333336,126,6,1
2011,Orkney Islands,11,194,4.5,21,2,1
2011,Oxfordshire,49.73529411764706,1414.735294117647,21.764705882352942,42.1764705882353,34,1
2011,Pembrokeshire,5.111111111111111,877.6666666666666,10.333333333333334,55,9,1
2011,Perth & Kinross,14,838.6666666666666,9,17.666666666666668,3,1
2011,Peterborough,79.9,2216.3,27.75,33.85,20,1
2011,Plymouth,25.4375,3118.5,59.9375,66.5625,16,1
2011,Poole,95.77777777777777,3756.777777777778,52.77777777777778,34.111111111111114,9,1
2011,Portsmouth,146.8,10562.4,160.2,580.9,10,1
2011,Powys,12.2,1101.4,10.2,60,5,1
2011,Reading,36.666666666666664,1679.6666666666667,12,28,6,1
2011,Redbridge,40,8552,109.5,177.5,2,1
2011,Redcar and Cleveland,36.44444444444444,2980.222222222222,22.77777777777778,37.888888888888886,9,1
2011,Renfrewshire,11,2747.6,8.2,33.4,5,1
2011,"Rhondda, Cynon, Taff",6.833333333333333,1624.5,7.611111111111111,18.055555555555557,18,1
